선수명,팀명,포지션,경기수,세트수,득점,공격시도,공격성공,공격성공률,공격효율(%),총연봉(원),총연봉(억),TPC(총공헌점수),가성비(1억당_TPC),세트당_TPC,대체선수_기준점,승리기여도(WAR),가성비(1억당_WAR),순위,시즌코드,시즌명,리그코드,리그명,팀코드,선수코드,등번호,성별,공격피블록,공격범실,세트당공격,오픈공격시도,오픈공격성공,오픈공격피블록,오픈공격범실,세트당오픈공격,오픈공격성공률,시간차공격시도,시간차공격성공,시간차공격피블록,시간차공격범실,세트당시간차공격,시간차공격성공률,이동공격시도,이동공격성공,이동공격피블록,이동공격범실,세트당이동공격,이동공격성공률,후위공격시도,후위공격성공,후위공격피블록,후위공격범실,세트당후위공격,후위공격성공률,속공시도,속공성공,속공피블록,속공범실,세트당속공,속공성공률,퀵오픈공격시도,퀵오픈공격성공,퀵오픈공격피블록,퀵오픈공격범실,세트당퀵오픈공격,퀵오픈공격성공률,서브시도,서브성공,서브범실,세트당서브,서브성공률,블로킹시도,블로킹성공,유효블로킹,블로킹범실,블로킹에러,세트당블로킹,블로킹성공률,블로킹어시스트,디그시도,디그성공,디그실패,디그에러,세트당디그,디그성공률,세트시도,세트성공,세트범실,세트당세트,세트성공률,리시브시도,리시브정확,리시브실패,리시브효율,리시브성공률,경고,기타에러,범실,이단연결,수비,세트당수비
실바,GS칼텍스,OP,36,139,1083,2079,984,47.33,30.74,405000000.0,4.05,718.4,177.38,5.17,2.14,21.03,5.19,1,022,진에어 2025~2026 V-리그,201,정규리그,2005,1000345,5,2,164,181,47.33,562,215,42,80,38.26,35.35,24,13,1,4,54.17,20.51,5,3,1,0,60.0,35.71,755,356,55,54,47.15,99.74,0,0,0,0,0.0,0.0,733,397,65,43,54.16,36.32,508,43,92,0.31,16.28,283,56,70,96,7,0.4,12.79,37,526,431,93,2,3.1,16.47,113,14,3,0.1,2.24,59,28,2,44.07,2.09,0,285,0,0,459,3.29
모마,한국도로공사,OP,35,138,948,1961,879,44.82,32.38,405000000.0,4.05,670.8,165.63,4.86,2.14,18.76,4.63,2,022,진에어 2025~2026 V-리그,201,정규리그,2002,1000170,99,2,130,114,44.82,798,334,48,43,41.85,36.62,55,31,1,2,56.36,30.22,0,0,0,0,0.0,0.0,663,295,58,48,44.49,94.99,0,0,0,0,0.0,0.0,445,219,23,21,49.21,27.67,484,28,83,0.2,15.21,334,41,135,102,2,0.3,13.11,42,450,375,72,3,2.72,13.47,114,16,0,0.12,2.16,23,7,0,30.43,0.81,0,202,0,0,382,2.77
빅토리아,IBK기업은행,OP,36,138,918,1974,835,42.3,26.8,405000000.0,4.05,624.5,154.2,4.53,2.14,16.44,4.06,3,022,진에어 2025~2026 V-리그,201,정규리그,2006,1000425,19,2,137,169,42.3,785,305,57,73,38.85,33.28,23,8,1,0,34.78,31.08,4,2,0,0,50.0,1.83,458,189,21,58,41.27,92.34,0,0,0,0,0.0,0.0,704,331,58,38,47.02,40.55,471,39,60,0.28,15.14,296,44,123,77,7,0.32,11.4,26,562,455,107,0,3.3,15.19,115,11,1,0.08,2.11,73,16,8,10.96,2.58,0,237,0,0,471,3.36
조이,페퍼저축은행,OP,31,117,880,1655,782,47.25,31.06,337500000.0,3.38,606.4,179.41,5.18,2.14,17.79,5.26,4,022,진에어 2025~2026 V-리그,201,정규리그,2007,1000536,7,2,113,155,47.25,550,219,36,61,39.82,28.68,45,29,2,3,64.44,23.56,0,0,0,0,0.0,0.0,523,247,32,60,47.23,88.95,0,0,0,0,0.0,0.0,537,287,43,31,53.45,33.99,433,26,65,0.22,14.43,320,72,75,100,7,0.62,13.68,20,505,384,119,2,3.28,15.59,99,8,2,0.07,2.0,11,0,3,0.0,0.39,0,231,0,0,384,3.26
카리,현대건설,OP,34,132,749,1652,645,39.04,27.24,337500000.0,3.38,550.5,162.87,4.17,2.14,13.38,3.96,5,022,진에어 2025~2026 V-리그,201,정규리그,2001,1000543,27,2,64,131,39.04,481,134,17,33,27.86,23.24,4,0,0,1,0.0,3.54,0,0,0,0,0.0,0.0,536,212,27,64,39.55,84.68,0,0,0,0,0.0,0.0,631,299,20,33,47.39,30.8,429,26,63,0.2,13.32,317,78,90,90,1,0.59,12.7,38,410,331,79,0,2.51,10.99,75,10,2,0.08,1.37,8,1,1,0.0,0.28,0,197,0,0,332,2.51
레베카,흥국생명,OP,36,141,746,1685,694,41.19,29.79,337500000.0,3.38,560.7,165.89,3.98,2.14,12.93,3.83,6,022,진에어 2025~2026 V-리그,201,정규리그,2004,1000149,17,2,106,86,41.19,754,298,49,24,39.52,35.77,6,1,0,0,16.67,6.32,0,0,0,0,0.0,0.0,458,164,32,47,35.81,93.66,0,0,0,0,0.0,0.0,467,231,25,15,49.46,28.88,340,12,21,0.09,10.91,287,40,96,95,0,0.28,11.92,37,326,267,58,1,1.89,9.56,104,11,1,0.08,2.01,2,2,0,100.0,0.07,0,109,0,0,269,1.91
자네트,정관장,OP,31,117,586,1366,513,37.55,22.33,337500000.0,3.38,395.5,117.01,3.38,2.14,7.24,2.14,7,022,진에어 2025~2026 V-리그,201,정규리그,2003,1000538,9,2,63,145,37.55,632,216,31,58,34.18,26.17,10,5,0,1,50.0,12.82,0,0,0,0,0.0,0.0,284,103,11,41,36.27,93.73,0,0,0,0,0.0,0.0,440,189,21,45,42.95,30.16,409,30,46,0.26,14.47,262,43,91,72,7,0.37,11.46,27,464,387,76,1,3.31,14.27,123,22,5,0.19,2.43,15,4,0,26.67,0.54,0,204,0,0,391,3.34
야우치,현대건설,OH,35,139,466,1054,376,35.67,23.15,202500000.0,2.02,459.1,227.28,3.3,0.63,18.61,9.21,8,022,진에어 2025~2026 V-리그,201,정규리그,2001,1000542,12,2,74,58,35.67,422,133,28,24,31.52,20.39,14,4,2,1,28.57,12.39,0,0,0,0,0.0,0.0,15,1,0,2,6.67,2.37,0,0,0,0,0.0,0.0,603,238,44,31,39.47,29.43,596,49,31,0.35,18.5,344,41,109,131,9,0.29,13.78,43,739,602,137,0,4.33,19.81,184,28,0,0.2,3.36,856,357,32,37.97,30.05,0,98,0,0,959,6.67
양효진,현대건설,MB,35,139,460,719,343,47.71,39.78,800000000.0,8.0,390.3,48.79,2.81,0.72,14.51,1.81,9,022,진에어 2025~2026 V-리그,201,정규리그,2001,0000741,14,2,17,40,47.71,382,170,10,23,44.5,18.45,57,28,0,3,49.12,50.44,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,279,145,7,14,51.97,68.22,1,0,0,0,0.0,0.05,402,9,12,0.06,12.48,555,108,196,178,10,0.78,22.24,65,195,164,28,3,1.18,5.23,150,38,5,0.27,2.74,43,13,5,18.6,1.51,0,70,0,0,177,1.24
시마무라,페퍼저축은행,MB,36,136,431,705,351,49.79,40.71,202500000.0,2.02,333.0,164.85,2.45,0.72,11.76,5.82,10,022,진에어 2025~2026 V-리그,201,정규리그,2007,1000537,11,2,41,23,49.79,198,86,11,6,43.43,10.32,53,33,4,1,62.26,27.75,199,100,12,4,50.25,99.0,3,0,0,3,0.0,0.51,246,129,14,7,52.44,72.14,6,3,0,2,50.0,0.38,428,13,18,0.1,14.26,564,67,205,172,2,0.49,24.11,61,201,164,37,0,1.21,6.21,84,18,1,0.13,1.69,37,17,4,35.14,1.32,0,44,0,0,181,1.3
강소휘,한국도로공사,OH,31,119,421,965,371,38.45,29.02,800000000.0,8.0,430.3,53.79,3.62,0.63,17.79,2.22,11,022,진에어 2025~2026 V-리그,201,정규리그,2002,0001704,97,2,37,54,38.45,472,155,20,39,32.84,21.66,60,30,4,3,50.0,32.97,0,0,0,0,0.0,0.0,6,2,0,0,33.33,0.86,0,0,0,0,0.0,0.0,427,184,13,12,43.09,26.55,359,11,16,0.09,11.28,269,39,97,84,2,0.33,10.56,20,445,387,57,1,3.25,13.32,106,17,2,0.14,2.01,821,300,30,32.89,28.78,0,75,0,0,687,5.52
타나차,한국도로공사,OP,30,119,414,887,359,40.47,25.7,229500000.0,2.3,335.6,145.91,2.82,2.14,4.03,1.75,12,022,진에어 2025~2026 V-리그,201,정규리그,2002,1000333,26,2,71,60,40.47,332,107,27,26,32.23,15.24,50,24,1,0,48.0,27.47,0,0,0,0,0.0,0.0,7,1,0,2,14.29,1.0,0,0,0,0,0.0,0.0,498,227,43,32,45.58,30.97,396,24,30,0.2,12.44,271,31,93,105,5,0.26,10.64,32,416,325,90,1,2.73,12.45,96,14,4,0.12,1.82,693,276,27,35.93,24.29,0,100,0,0,601,4.82
최정민,IBK기업은행,MB,36,139,385,698,296,42.41,33.95,120000000.0,1.2,321.9,268.25,2.32,0.72,11.09,9.24,13,022,진에어 2025~2026 V-리그,201,정규리그,2006,1000044,13,2,24,35,42.41,398,171,11,22,42.96,16.87,14,9,0,1,64.29,18.92,99,36,6,4,36.36,45.41,4,2,0,1,50.0,0.81,150,64,7,3,42.67,42.49,33,14,0,4,42.42,1.9,376,6,15,0.04,12.09,683,83,331,142,12,0.6,26.3,60,221,183,37,1,1.32,5.97,154,36,4,0.26,2.83,29,2,0,6.9,1.03,0,67,0,0,185,1.33
박은서1,페퍼저축은행,OH,36,120,382,914,327,35.78,21.99,50000000.0,0.5,239.4,478.8,2.0,0.63,8.22,16.43,14,022,진에어 2025~2026 V-리그,201,정규리그,2007,1000131,13,2,65,61,35.78,366,101,26,26,27.6,19.08,35,16,2,4,45.71,18.32,0,0,0,0,0.0,0.0,49,16,2,4,32.65,8.33,1,0,0,0,0.0,0.29,463,194,35,27,41.9,29.3,380,28,65,0.23,12.66,241,27,82,91,4,0.23,10.3,26,390,340,50,0,2.83,12.04,132,21,3,0.18,2.66,686,164,38,18.37,24.5,0,133,0,0,504,3.88
육서영,IBK기업은행,OH,34,128,380,1038,357,34.39,22.35,300000000.0,3.0,326.7,108.9,2.55,0.63,12.33,4.11,15,022,진에어 2025~2026 V-리그,201,정규리그,2006,0002217,11,2,59,66,34.39,495,144,30,38,29.09,20.98,11,3,0,1,27.27,14.86,0,0,0,0,0.0,0.0,5,0,0,1,0.0,1.01,0,0,0,0,0.0,0.0,527,210,29,26,39.85,30.36,304,4,34,0.03,9.77,197,19,90,54,3,0.15,7.59,27,406,355,49,2,2.77,10.97,135,25,1,0.2,2.48,1014,314,46,26.43,35.84,0,106,0,0,669,4.87
유서연,GS칼텍스,OH,36,132,377,859,338,39.35,27.01,400000000.0,4.0,357.5,89.38,2.71,0.63,13.75,3.44,16,022,진에어 2025~2026 V-리그,201,정규리그,2005,0001853,19,2,70,36,39.35,309,84,34,18,27.18,19.43,35,19,2,0,54.29,29.91,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,515,235,34,18,45.63,25.52,461,25,33,0.19,14.78,204,14,101,62,0,0.11,9.22,19,464,404,60,0,3.06,14.53,188,44,2,0.33,3.72,735,293,32,35.51,26.03,0,71,0,0,697,5.04
이선우,정관장,OH,36,122,368,879,301,34.24,18.32,150000000.0,1.5,203.8,135.87,1.67,0.63,6.37,4.25,17,022,진에어 2025~2026 V-리그,201,정규리그,2003,1000048,15,2,76,64,34.24,531,179,47,40,33.71,21.99,14,5,3,1,35.71,17.95,0,0,0,0,0.0,0.0,14,1,1,2,7.14,4.62,5,2,0,0,40.0,1.15,315,114,25,21,36.19,21.59,379,29,44,0.24,13.41,269,38,94,85,5,0.31,11.76,21,272,221,48,3,1.81,8.36,108,15,2,0.12,2.14,442,107,34,16.52,15.78,0,118,0,0,328,2.41
박은진,정관장,MB,36,133,315,560,225,40.18,28.39,380000000.0,3.8,228.5,60.13,1.72,0.72,6.64,1.75,18,022,진에어 2025~2026 V-리그,201,정규리그,2003,0002117,6,2,32,34,40.18,246,90,16,13,36.59,10.19,1,1,0,0,100.0,1.28,178,75,11,10,42.13,97.8,0,0,0,0,0.0,0.0,134,59,5,11,44.03,30.95,1,0,0,0,0.0,0.07,373,10,15,0.08,13.19,577,80,235,161,2,0.6,25.23,39,167,143,23,1,1.08,5.14,147,36,1,0.27,2.91,20,4,1,15.0,0.71,0,53,0,0,147,1.1
레이나,GS칼텍스,OH,26,89,302,701,272,38.8,26.11,202500000.0,2.02,246.9,122.23,2.77,0.63,9.56,4.73,19,022,진에어 2025~2026 V-리그,201,정규리그,2005,1000322,24,2,53,36,38.8,263,61,20,17,23.19,16.54,33,15,4,1,45.45,28.21,0,0,0,0,0.0,0.0,2,1,0,0,50.0,0.26,0,0,0,0,0.0,0.0,403,195,29,18,48.39,19.97,175,4,3,0.04,5.61,178,26,69,63,0,0.29,8.04,26,218,180,38,0,2.02,6.83,45,5,1,0.06,0.89,555,188,37,27.21,19.65,0,40,0,0,368,3.72
김다은1,흥국생명,OH,36,126,294,759,258,33.99,22.92,75000000.0,0.75,249.4,332.53,1.98,0.63,8.53,11.37,20,022,진에어 2025~2026 V-리그,201,정규리그,2004,0002224,1,2,40,44,33.99,362,96,21,25,26.52,17.17,10,5,0,1,50.0,10.53,0,0,0,0,0.0,0.0,2,0,0,1,0.0,0.41,0,0,0,0,0.0,0.0,385,157,19,17,40.78,23.81,370,10,26,0.08,11.87,228,26,80,88,3,0.21,9.47,38,461,353,106,2,2.8,13.52,108,15,0,0.12,2.09,795,216,42,21.89,27.8,0,75,0,0,569,4.18
이주아1,IBK기업은행,MB,36,137,291,443,178,40.18,29.8,55000000.0,0.55,218.6,397.45,1.6,0.72,6.0,10.91,21,022,진에어 2025~2026 V-리그,201,정규리그,2006,0002130,2,2,25,21,40.18,137,47,7,4,34.31,5.81,3,0,0,0,0.0,4.05,115,55,7,10,47.83,52.75,0,0,0,0,0.0,0.0,188,76,11,7,40.43,53.26,0,0,0,0,0.0,0.0,487,29,33,0.21,15.65,606,84,260,160,3,0.61,23.33,57,220,186,32,2,1.36,5.94,119,28,0,0.2,2.18,37,16,3,35.14,1.31,0,59,0,0,202,1.45
정호영,정관장,MB,27,99,290,509,216,42.44,31.43,320000000.0,3.2,188.5,58.91,1.9,0.72,5.86,1.83,22,022,진에어 2025~2026 V-리그,201,정규리그,2003,0002228,17,2,27,29,42.44,224,87,11,19,38.84,9.28,22,12,0,1,54.55,28.21,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,263,117,16,9,44.49,60.74,0,0,0,0,0.0,0.0,249,8,20,0.08,8.81,467,66,187,155,3,0.67,20.42,47,109,91,18,0,0.92,3.35,108,23,1,0.23,2.14,17,4,4,0.0,0.61,0,53,0,0,95,0.92
이다현,흥국생명,MB,33,124,281,407,187,45.95,35.87,550000000.0,5.5,190.3,34.6,1.53,0.72,5.05,0.92,23,022,진에어 2025~2026 V-리그,201,정규리그,2004,0002214,12,2,19,22,45.95,125,46,3,6,36.8,5.93,9,3,0,0,33.33,9.47,47,17,4,7,36.17,26.7,0,0,0,0,0.0,0.0,226,121,12,9,53.54,45.93,0,0,0,0,0.0,0.0,355,16,25,0.13,11.39,531,78,193,182,1,0.63,22.06,28,162,136,25,1,1.1,4.75,98,17,4,0.14,1.89,22,9,2,31.82,0.77,0,53,0,0,145,1.15
피치,흥국생명,MB,29,105,274,349,160,45.85,34.67,229500000.0,2.3,224.2,97.48,2.14,0.72,7.43,3.23,24,022,진에어 2025~2026 V-리그,201,정규리그,2004,1000438,5,2,18,21,45.85,56,23,3,5,41.07,2.66,1,0,0,0,0.0,1.05,105,45,5,10,42.86,59.66,0,0,0,0,0.0,0.0,187,92,10,6,49.2,38.01,0,0,0,0,0.0,0.0,332,29,32,0.28,10.65,391,85,114,109,3,0.81,16.24,21,186,155,31,0,1.48,5.46,69,14,1,0.13,1.33,27,8,2,22.22,0.94,0,57,0,0,163,1.53
김세빈,한국도로공사,MB,35,137,268,353,152,43.06,31.16,110000000.0,1.1,193.6,176.0,1.41,0.72,4.75,4.32,25,022,진에어 2025~2026 V-리그,201,정규리그,2002,1000312,11,2,26,16,43.06,104,38,10,5,36.54,4.77,4,2,0,0,50.0,2.2,46,22,4,1,47.83,58.97,0,0,0,0,0.0,0.0,199,90,12,10,45.23,55.12,0,0,0,0,0.0,0.0,325,10,12,0.07,10.21,656,106,220,209,10,0.77,25.75,47,143,120,20,3,0.88,4.28,81,21,0,0.15,1.54,33,13,1,36.36,1.16,0,41,0,0,133,0.96
박혜민,정관장,OH,36,126,255,619,219,35.38,20.84,180000000.0,1.8,246.8,137.11,1.96,0.63,8.4,4.67,26,022,진에어 2025~2026 V-리그,201,정규리그,2003,0002121,10,2,41,49,35.38,303,94,23,31,31.02,12.55,9,2,0,0,22.22,11.54,0,0,0,0,0.0,0.0,1,0,0,1,0.0,0.33,0,0,0,0,0.0,0.0,306,123,18,17,40.2,20.97,377,15,23,0.12,13.34,224,21,82,89,2,0.17,9.79,16,552,453,99,0,3.6,16.97,158,35,3,0.28,3.13,1048,324,53,25.86,37.42,0,77,0,0,777,5.75
킨켈라,IBK기업은행,OP,29,103,254,541,190,35.12,25.69,202500000.0,2.02,220.7,109.26,2.14,2.14,0.0,0.0,27,022,진에어 2025~2026 V-리그,201,정규리그,2006,1000535,22,2,33,18,35.12,221,64,15,8,28.96,9.37,6,3,0,0,50.0,8.11,0,0,0,0,0.0,0.0,26,5,4,1,19.23,5.24,0,0,0,0,0.0,0.0,288,118,14,9,40.97,16.59,349,19,23,0.18,11.22,253,45,85,64,4,0.44,9.74,36,252,199,52,1,1.93,6.81,72,8,0,0.08,1.32,445,116,26,20.22,15.73,0,46,0,0,315,2.81
정윤주,흥국생명,OH,36,121,239,644,216,33.54,20.96,120000000.0,1.2,113.8,94.83,0.94,0.63,1.9,1.59,28,022,진에어 2025~2026 V-리그,201,정규리그,2004,1000116,14,2,47,34,33.54,280,80,20,17,28.57,13.28,15,7,0,0,46.67,15.79,0,0,0,0,0.0,0.0,18,6,1,2,33.33,3.68,0,0,0,0,0.0,0.0,331,123,26,15,37.16,20.47,195,8,31,0.07,6.26,179,15,56,79,0,0.12,7.44,23,181,138,43,0,1.14,5.31,69,11,1,0.09,1.33,179,30,19,6.15,6.26,0,66,0,0,168,1.23
이예림,현대건설,OH,33,119,225,516,196,37.98,24.22,85000000.0,0.85,214.8,252.71,1.81,0.63,7.02,8.26,29,022,진에어 2025~2026 V-리그,201,정규리그,2001,0001695,1,2,25,46,37.98,195,56,10,20,28.72,9.42,9,5,0,1,55.56,7.96,0,0,0,0,0.0,0.0,3,0,0,0,0.0,0.47,0,0,0,0,0.0,0.0,309,135,15,25,43.69,15.08,298,14,25,0.12,9.25,185,15,75,74,4,0.13,7.41,14,355,282,72,1,2.37,9.51,105,14,3,0.12,1.92,742,287,27,35.04,26.04,0,79,0,0,569,4.55
최은지,흥국생명,OH,36,123,219,576,202,35.07,26.39,85000000.0,0.85,220.0,258.82,1.79,0.63,7.15,8.41,30,022,진에어 2025~2026 V-리그,201,정규리그,2004,0001215,7,2,29,21,35.07,266,76,10,14,28.57,12.62,7,2,1,0,28.57,7.37,0,0,0,0,0.0,0.0,1,0,0,0,0.0,0.2,0,0,0,0,0.0,0.0,302,124,18,7,41.06,18.68,351,7,25,0.06,11.26,181,10,75,66,4,0.08,7.52,25,396,322,74,0,2.62,11.62,136,24,1,0.2,2.63,678,216,29,27.58,23.71,0,51,0,0,538,4.14
김희진,현대건설,MB,35,135,211,346,128,36.99,29.48,70000000.0,0.7,174.3,249.0,1.29,0.72,3.86,5.51,31,022,진에어 2025~2026 V-리그,201,정규리그,2001,0001208,15,2,7,19,36.99,157,58,6,12,36.94,7.58,7,2,0,0,28.57,6.19,69,25,0,2,36.23,100.0,0,0,0,0,0.0,0.0,112,43,1,5,38.39,27.38,1,0,0,0,0.0,0.05,389,20,25,0.15,12.08,471,63,225,122,1,0.47,18.87,55,227,188,38,1,1.39,6.08,112,25,2,0.19,2.04,37,14,1,35.14,1.3,0,48,0,0,202,1.49
정지윤,현대건설,OH,19,64,210,518,182,35.14,24.9,650000000.0,6.5,182.4,28.06,2.85,0.63,7.12,1.1,32,022,진에어 2025~2026 V-리그,201,정규리그,2001,0002106,13,2,28,25,35.14,210,59,15,11,28.1,10.14,16,6,0,0,37.5,14.16,0,0,0,0,0.0,0.0,7,4,1,2,57.14,1.11,0,0,0,0,0.0,0.0,285,113,12,12,39.65,13.91,124,7,10,0.11,3.85,148,21,60,41,3,0.33,5.93,18,157,126,31,0,1.97,4.21,48,4,1,0.06,0.88,391,128,18,28.13,13.72,0,39,0,0,254,3.69
권민지,GS칼텍스,OH,33,103,207,491,168,34.22,21.18,200000000.0,2.0,153.4,76.7,1.49,0.63,4.45,2.22,33,022,진에어 2025~2026 V-리그,201,정규리그,2005,0002229,18,2,35,29,34.22,198,54,14,14,27.27,12.45,15,7,2,0,46.67,12.82,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,278,107,19,15,38.49,13.78,197,9,30,0.09,6.31,231,30,84,77,3,0.29,10.44,24,232,190,38,4,1.84,7.26,59,11,2,0.11,1.17,549,179,28,27.5,19.44,0,68,0,0,369,3.31
박정아,페퍼저축은행,OH,34,113,202,639,164,25.67,13.62,775000000.0,7.75,115.0,14.84,1.02,0.63,2.22,0.29,34,022,진에어 2025~2026 V-리그,201,정규리그,2007,0001212,10,2,41,36,25.67,358,65,28,24,18.16,18.67,14,6,1,0,42.86,7.33,0,0,0,0,0.0,0.0,1,1,0,0,100.0,0.17,0,0,0,0,0.0,0.0,266,92,12,12,34.59,16.84,387,14,30,0.12,12.9,203,24,84,65,3,0.21,8.68,13,271,234,37,0,2.07,8.37,77,14,0,0.12,1.55,407,73,31,10.32,14.54,0,69,0,0,307,2.44
오세연,GS칼텍스,MB,34,121,168,182,78,42.86,32.97,105000000.0,1.05,102.0,97.14,0.84,0.72,0.75,0.71,35,022,진에어 2025~2026 V-리그,201,정규리그,2005,1000052,54,2,11,7,42.86,34,14,3,3,41.18,2.14,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,148,64,8,4,43.24,44.18,0,0,0,0,0.0,0.0,438,17,37,0.14,14.04,475,73,178,137,3,0.6,21.46,39,132,104,24,4,0.86,4.13,57,15,3,0.12,1.13,11,4,1,27.27,0.39,0,54,0,0,108,0.88
이지윤,한국도로공사,MB,31,112,164,241,93,38.59,25.73,55000000.0,0.55,91.2,165.82,0.81,0.72,0.53,0.96,36,022,진에어 2025~2026 V-리그,201,정규리그,2002,1000544,13,2,9,22,38.59,108,36,4,8,33.33,4.96,0,0,0,0,0.0,0.0,20,9,1,1,45.0,25.64,0,0,0,0,0.0,0.0,113,48,4,13,42.48,31.3,0,0,0,0,0.0,0.0,382,19,25,0.17,12.0,338,52,108,142,2,0.46,13.27,24,133,111,22,0,0.99,3.98,90,24,2,0.21,1.71,59,24,4,33.9,2.07,0,51,0,0,135,1.17
최유림,GS칼텍스,MB,27,100,156,199,80,40.2,29.65,50000000.0,0.5,103.1,206.2,1.03,0.72,1.56,3.11,37,022,진에어 2025~2026 V-리그,201,정규리그,2005,1000440,10,2,8,13,40.2,62,21,3,6,33.87,3.9,1,0,0,0,0.0,0.85,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,135,59,5,7,43.7,40.3,1,0,0,0,0.0,0.05,271,15,20,0.15,8.69,361,61,123,116,1,0.61,16.31,34,107,81,23,3,0.81,3.35,34,5,2,0.05,0.67,23,8,2,26.09,0.81,0,39,0,0,89,0.87
이한비,페퍼저축은행,OH,36,95,149,447,132,29.53,14.99,360000000.0,3.6,89.9,24.97,0.95,0.63,1.52,0.42,38,022,진에어 2025~2026 V-리그,201,정규리그,2007,0001700,16,2,32,33,29.53,219,60,19,19,27.4,11.42,2,0,0,0,0.0,1.05,0,0,0,0,0.0,0.0,5,0,0,0,0.0,0.85,0,0,0,0,0.0,0.0,221,72,13,14,32.58,13.99,180,7,21,0.07,6.0,105,10,37,35,0,0.11,4.49,8,216,178,38,0,1.87,6.67,57,7,0,0.07,1.15,538,108,30,14.5,19.21,0,54,0,0,286,2.69
박여름,정관장,OH,17,48,144,406,134,33.0,15.76,45000000.0,0.45,91.9,204.22,1.91,0.63,3.09,6.87,39,022,진에어 2025~2026 V-리그,201,정규리그,2003,1000555,23,2,38,32,33.0,175,49,16,17,28.0,7.25,19,6,2,4,31.58,24.36,0,0,0,0,0.0,0.0,1,0,0,0,0.0,0.33,0,0,0,0,0.0,0.0,211,79,20,11,37.44,14.46,138,4,19,0.08,4.88,76,6,26,33,0,0.13,3.32,8,213,171,40,2,3.56,6.55,48,8,3,0.17,0.95,326,122,19,31.6,11.64,0,56,0,0,293,5.71
나현수,현대건설,OP,36,116,140,345,121,35.07,21.45,120000000.0,1.2,86.5,72.08,0.75,2.14,-8.1,-6.75,40,022,진에어 2025~2026 V-리그,201,정규리그,2001,0002118,9,2,18,29,35.07,109,31,11,11,28.44,5.27,2,2,0,0,100.0,1.77,0,0,0,0,0.0,0.0,72,16,1,13,22.22,11.37,9,4,0,0,44.44,2.2,153,68,6,5,44.44,7.47,93,4,16,0.03,2.89,107,15,32,38,2,0.13,4.29,7,112,90,21,1,0.78,3.0,44,15,0,0.13,0.8,5,0,0,0.0,0.18,0,48,0,0,90,0.78
김수지,흥국생명,MB,27,83,127,194,78,40.21,36.08,310000000.0,3.1,96.3,31.06,1.16,0.72,1.83,0.59,41,022,진에어 2025~2026 V-리그,201,정규리그,2004,0000476,11,2,1,7,40.21,53,15,1,2,28.3,2.51,42,22,0,1,52.38,44.21,23,11,0,2,47.83,13.07,0,0,0,0,0.0,0.0,76,30,0,2,39.47,15.45,0,0,0,0,0.0,0.0,241,12,16,0.14,7.73,274,37,101,91,1,0.45,11.38,26,103,94,9,0,1.13,3.02,77,16,1,0.19,1.49,11,1,1,0.0,0.38,0,25,0,0,95,1.13
김세인,한국도로공사,OH,35,126,124,304,104,34.21,20.07,75000000.0,0.75,121.5,162.0,0.96,0.63,2.13,2.84,42,022,진에어 2025~2026 V-리그,201,정규리그,2002,1000133,18,2,27,16,34.21,150,44,19,7,29.33,6.88,4,3,0,0,75.0,2.2,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,150,57,8,9,38.0,9.33,263,14,25,0.11,8.26,83,6,40,28,0,0.05,3.26,10,282,252,28,2,2.0,8.44,63,15,0,0.12,1.19,451,167,27,31.04,15.81,0,43,0,0,419,3.11
엔크소욜,정관장,OH,17,43,104,294,96,32.65,13.27,202500000.0,2.02,51.2,25.35,1.19,0.63,1.21,0.6,43,022,진에어 2025~2026 V-리그,201,정규리그,2003,1000588,1,2,22,35,32.65,161,52,10,20,32.3,6.67,3,0,1,0,0.0,3.85,0,0,0,0,0.0,0.0,2,0,0,1,0.0,0.66,0,0,0,0,0.0,0.0,128,44,11,14,34.38,8.77,80,2,3,0.05,2.83,54,6,13,18,2,0.14,2.36,11,108,87,21,0,2.02,3.32,39,6,4,0.14,0.77,148,32,11,14.19,5.28,0,44,0,0,119,2.51
하혜진,페퍼저축은행,MB,23,86,104,136,49,36.03,27.94,220000000.0,2.2,61.9,28.14,0.72,0.72,0.0,0.0,43,022,진에어 2025~2026 V-리그,201,정규리그,2007,0001566,77,2,9,2,36.03,43,14,2,1,32.56,2.24,22,15,0,0,68.18,11.52,0,0,0,0,0.0,0.0,1,0,0,0,0.0,0.17,70,20,7,1,28.57,20.53,0,0,0,0,0.0,0.0,338,19,28,0.22,11.26,299,36,123,91,1,0.42,12.78,42,123,99,24,0,1.15,3.8,78,17,0,0.2,1.57,18,4,0,22.22,0.64,0,31,0,0,103,1.2
